,Code,Name,Country,Exchange,Currency,Type,Isin
34844,PNR,Pentair PLC,USA,NYSE,USD,Common Stock,IE00BLS09M33
34847,PNRG,PrimeEnergy Corporation,USA,NASDAQ,USD,Common Stock,US74158E1047
34848,PNRLF,Premium Nickel Resources Ltd.,USA,PINK,USD,Common Stock,
34855,PNT,POINT Biopharma Global Inc,USA,NASDAQ,USD,Common Stock,US7305411099
34856,PNTG,Pennant Group Inc,USA,NASDAQ,USD,Common Stock,US70805E1091
34857,PNTRF,Pantera Silver Corp.,USA,PINK,USD,Common Stock,
34858,PNTZF,Trigon Metals Inc,USA,PINK,USD,Common Stock,
34860,PNW,Pinnacle West Capital Corp,USA,NYSE,USD,Common Stock,US7234841010
34861,PNXGF,Phoenix Group Holdings PLC,USA,PINK,USD,Common Stock,GB00BGXQNP29
34862,PNXLF,Argentina Lithium & Energy Corp,USA,OTCQB,USD,Common Stock,
34863,PNXPF,Planet Ventures Inc,USA,PINK,USD,Common Stock,
34866,PNYG,Pony Group Inc.,USA,OTCQB,USD,Common Stock,
34875,POAHF,Porsche Automobil Holding SE,USA,PINK,USD,Common Stock,
34876,POAHY,Porsche Automobile Holding SE,USA,PINK,USD,Common Stock,US73328P1066
34877,POAI,Predictive Oncology Inc,USA,NASDAQ,USD,Common Stock,US74039M2008
34882,POCI,Precision Optics Corporation Inc. Common stock,USA,NASDAQ,USD,Common Stock,
34886,PODD,Insulet Corporation,USA,NASDAQ,USD,Common Stock,US45784P1012
34891,POELF,The Navigator Company S.A,USA,PINK,USD,Common Stock,
34892,POET,POET Technologies Inc,USA,NASDAQ,USD,Common Stock,CA73044W3021
34894,POFCF,Petrofac Ltd,USA,PINK,USD,Common Stock,GB00B0H2K534
34895,POFCY,Petrofac Ltd ADR,USA,PINK,USD,Common Stock,US7164731033
34899,POGHF,Pilot Corporation,USA,OTCGREY,USD,Common Stock,
34901,POGS,Pioneer Oil & Gas,USA,PINK,USD,Common Stock,US7238263013
34909,POL,Polished.com Inc.,USA,NYSE MKT,USD,Common Stock,US28252C1099
34910,POLA,Polar Power Inc,USA,NASDAQ,USD,Common Stock,US73102V1052
34911,POLBF,Poolbeg Pharma PLC,USA,PINK,USD,Common Stock,
34915,POLR,Polar Petroleum Corp,USA,OTCCE,USD,Common Stock,US73101T1016
34917,POLSW,Polished.com Inc.,USA,PINK,USD,Common Stock,
34918,POLXF,Polydex Pharmaceuticals Ltd,USA,PINK,USD,Common Stock,BS7317282002
34927,PONGF,Atari SA,USA,PINK,USD,Common Stock,FR0010478248
34930,PONT,Pontiac Bancorp Inc,USA,PINK,USD,Common Stock,
34932,POOL,Pool Corporation,USA,NASDAQ,USD,Common Stock,US73278L1052
34934,POPRF,PopReach Corporation,USA,OTCQX,USD,Common Stock,
34936,POR,Portland General Electric Co,USA,NYSE,USD,Common Stock,US7365088472
34937,PORBF,POLA Orbis Holdings Inc,USA,PINK,USD,Common Stock,
34939,PORMF,NovX21 Inc,USA,PINK,USD,Common Stock,
34940,POROF,Panoro Minerals Ltd,USA,OTCQB,USD,Common Stock,
34941,PORT,Southport Acquisition Corp,USA,NYSE,USD,Common Stock,US84465L1052
34944,POSAF,POSaBIT Systems Corp,USA,OTCQB,USD,Common Stock,CA7373071082
34946,POSC,Positron Corp,USA,PINK,USD,Common Stock,US7373976049
34949,POST,Post Holdings Inc,USA,NYSE,USD,Common Stock,US7374461041
34950,POTRF,SOPerior Fertilizer Corp,USA,PINK,USD,Common Stock,
34951,POTTF,Buddy Technologies Limited,USA,PINK,USD,Common Stock,
34960,POWI,Power Integrations Inc,USA,NASDAQ,USD,Common Stock,US7392761034
34961,POWL,Powell Industries Inc,USA,NASDAQ,USD,Common Stock,US7391281067
34962,POWW,Ammo Inc,USA,NASDAQ,USD,Common Stock,US00175J1079
34963,POWWP,Ammo Inc Preferred,USA,NASDAQ,USD,Preferred Stock,US00175J2069
34966,POYYF,Polymetal International PLC,USA,PINK,USD,Common Stock,JE00B6T5S470
34969,PPAAF,PT Perusahaan Gas Negara Tbk,USA,PINK,USD,Common Stock,
34970,PPAAY,Perusahaan Gas Negara Persero Tbk PT ADR,USA,PINK,USD,Common Stock,US69367P1066
34974,PPASF,Pick n Pay Stores Limited,USA,PINK,USD,Common Stock,
34975,PPBB,Peoples Bancorp,USA,PINK,USD,Common Stock,
34977,PPBI,Pacific Premier Bancorp Inc,USA,NASDAQ,USD,Common Stock,US69478X1054
34978,PPBN,Pinnacle Bankshares Corporation,USA,OTCQX,USD,Common Stock,US72345E1029
34979,PPBT,Purple Biotech,USA,NASDAQ,USD,Common Stock,US74638P1093
34980,PPBV,Purple Beverage Company Inc,USA,OTCCE,USD,Common Stock,US7463871092
34981,PPC,Pilgrims Pride Corp,USA,NASDAQ,USD,Common Stock,US72147K1088
34982,PPCB,Propanc Biopharma Inc,USA,OTCQB,USD,Common Stock,US74346N4043
34983,PPCCF,PICC Property and Casualty Company Limited,USA,PINK,USD,Common Stock,
34984,PPCCY,PICC Property and Casualty,USA,PINK,USD,Common Stock,US69338J1060
34985,PPCGF,President Energy Plc,USA,OTCGREY,USD,Common Stock,GB00B3DDP128
34986,PPCLY,PPC Ltd ADR,USA,PINK,USD,Common Stock,US69354A2033
34992,PPERF,Bank Mandiri Persero Tbk PT,USA,PINK,USD,Common Stock,ID1000095003
34993,PPERY,Bank Mandiri Persero Tbk PT ADR,USA,PINK,USD,Common Stock,US69367U1051
34994,PPEVF,Pacific Paradym Energy Inc,USA,PINK,USD,Common Stock,
34998,PPG,PPG Industries Inc,USA,NYSE,USD,Common Stock,US6935061076
35001,PPHI,Positive Physicians Holdings Inc,USA,PINK,USD,Common Stock,US73740G1067
35002,PPHOF,Polyphor AG,USA,PINK,USD,Common Stock,
35003,PPHP,PHP Ventures Acquisition Corp,USA,NASDAQ,USD,Common Stock,US69291C1062
35004,PPHPR,PHP Ventures Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
35005,PPHPU,PHP Ventures Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US69291C2052
35006,PPHPW,PHP Ventures Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
35010,PPIH,Perma-Pipe International Holdings Inc,USA,NASDAQ,USD,Common Stock,US7141671039
35011,PPII,Coenzyme-A Inc,USA,OTCCE,USD,Common Stock,
35016,PPJE,PPJ Healthcare Enterprises Inc,USA,PINK,USD,Common Stock,US69353D5059
35017,PPL,PPL Corporation,USA,NYSE,USD,Common Stock,US69351T1060
35018,PPLAF,Pembina Pipeline Corporation,USA,OTCGREY,USD,Common Stock,
35020,PPLFF,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,USA,PINK,USD,Common Stock,
35021,PPLFY,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT ADR,USA,PINK,USD,Common Stock,US69369B1052
35023,PPLL,Peoples Ltd,USA,PINK,USD,Common Stock,
35028,PPMT,Profit Planners Management Inc,USA,PINK,USD,Common Stock,
35043,PPRG,Patient Portal Technologies Inc,USA,PINK,USD,Common Stock,
35045,PPRQF,Choice Properties Real Estate Investment Trust,USA,PINK,USD,Common Stock,
35046,PPRUF,Kering SA,USA,PINK,USD,Common Stock,
35047,PPRUY,Kering SA,USA,PINK,USD,Common Stock,US4920891078
35048,PPRW,Premier Power Renewable Energy Inc,USA,PINK,USD,Common Stock,
35051,PPSI,Pioneer Power Solutions Inc. ,USA,NASDAQ,USD,Common Stock,US7238363003
35056,PPT,Putnam Premier Income Trust,USA,NYSE,USD,Common Stock,US7468531006
35057,PPTA,Perpetua Resources Corp,USA,NASDAQ,USD,Common Stock,CA7142661031
35060,PPTDF,PeptiDream Inc,USA,PINK,USD,Common Stock,
35062,PPTTF,Perpetual Limited,USA,PINK,USD,Common Stock,
35074,PPWLM,PacifiCorp,USA,PINK,USD,Common Stock,US6951148849
35075,PPWLO,PacifiCorp,USA,PINK,USD,Common Stock,US6951148013
35076,PPYA,Papaya Growth Opportunity Corp I,USA,NASDAQ,USD,Common Stock,US69882P1021
35077,PPYAU,Papaya Growth Opportunity Corp I Unit,USA,NASDAQ,USD,Unit,US69882P2011
35078,PPYAW,Papaya Growth Opportunity Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
35093,PQEFF,Petroteq Energy Inc,USA,PINK,USD,Common Stock,CA71678B1076
35113,PR,Permian Resources Corporation,USA,NYSE,USD,Common Stock,US71424F1057
35114,PRA,ProAssurance Corporation,USA,NYSE,USD,Common Stock,US74267C1062
35115,PRAA,PRA Group Inc,USA,NASDAQ,USD,Common Stock,US69354N1063
35117,PRAC,Productivity Technologies Corp,USA,PINK,USD,Common Stock,US7430881067
35127,PRAX,Praxis Precision Medicines Inc,USA,NASDAQ,USD,Common Stock,US74006W1080
35130,PRBCF,Precise Biometrics AB (publ),USA,PINK,USD,Common Stock,
35137,PRBZF,Premium Brands Holdings Corporation,USA,PINK,USD,Common Stock,
35140,PRCF,Protein Reactor Combined Fuels Inc,USA,PINK,USD,Common Stock,
35142,PRCH,Porch Group Inc,USA,NASDAQ,USD,Common Stock,US7332451043
35144,PRCK,Placer Creek Mining,USA,OTCGREY,USD,Common Stock,US72604P1030
35146,PRCNF,Pure Global Cannabis Inc,USA,PINK,USD,Common Stock,CA74625A1075
35150,PRCT,Procept Biorobotics Corp,USA,NASDAQ,USD,Common Stock,US74276L1052
35151,PRCX,Resort Savers Inc,USA,PINK,USD,Common Stock,US7191331005
35155,PRDGF,Premier Diversified Holdings Inc,USA,PINK,USD,Common Stock,
35157,PRDL,Profitable Develop,USA,PINK,USD,Common Stock,US74317C1062
35159,PRDO,Perdoceo Education Corp,USA,NASDAQ,USD,Common Stock,US71363P1066
35160,PRDS,Pardes Biosciences Inc,USA,NASDAQ,USD,Common Stock,US69945Q1058
35161,PRDSF,Prada S.p.A,USA,PINK,USD,Common Stock,
35163,PRDSY,Prada Spa PK,USA,PINK,USD,Common Stock,US73942H1005
35164,PRE,Prenetics Global Ltd,USA,NASDAQ,USD,Common Stock,KYG722451062
35165,PRE-PJ,PartnerRe Ltd.,USA,NYSE,USD,Preferred Stock,
35167,PREC,Prestige Cars International Inc,USA,PINK,USD,Common Stock,
35169,PRED,Predictive Technology Group Inc,USA,PINK,USD,Common Stock,US74039H1023
35174,PREIF,Precipitate Gold Corp,USA,OTCQB,USD,Common Stock,
35177,PREKF,PrairieSky Royalty Ltd,USA,PINK,USD,Common Stock,
35181,PRENW,Prenetics Holding Company Limited,USA,NASDAQ,USD,Common Stock,
35187,PRET,Pennsylvania Real Estate Investment Trust,USA,PINK,USD,Common Stock,
35188,PRETL,Pennsylvania Real Estate Investment Trust,USA,PINK,USD,Common Stock,
35189,PRETM,Pennsylvania Real Estate Investment Trust,USA,PINK,USD,Common Stock,
35206,PRFT,Perficient Inc,USA,NASDAQ,USD,Common Stock,US71375U1016
35207,PRFX,Painreform Ltd,USA,NASDAQ,USD,Common Stock,IL0011651580
35209,PRG,PROG Holdings Inc,USA,NYSE,USD,Common Stock,US74319R1014
35213,PRGNF,Paragon Shipping Inc,USA,PINK,USD,Common Stock,MHY6728Q2025
35214,PRGO,Perrigo Company PLC,USA,NYSE,USD,Common Stock,IE00BGH1M568
35215,PRGS,Progress Software Corporation,USA,NASDAQ,USD,Common Stock,US7433121008
35218,PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 9/1/2062,USA,NYSE,USD,Note,
35224,PRI,Primerica Inc,USA,NYSE,USD,Common Stock,US74164M1080
35228,PRIF-PD,Priority Income Fund Inc,USA,NYSE,USD,Preferred Stock,
35229,PRIF-PF,Priority Income Fund Inc,USA,NYSE,USD,Preferred Stock,
35230,PRIF-PG,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35231,PRIF-PH,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35232,PRIF-PI,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35233,PRIF-PJ,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35234,PRIF-PK,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35235,PRIF-PL,Priority Income Fund Inc.,USA,NYSE,USD,Preferred Stock,
35241,PRIM,Primoris Services Corporation,USA,NYSE,USD,Common Stock,US74164F1030
35257,PRK,Park National Corporation,USA,NYSE MKT,USD,Common Stock,US7006581075
35258,PRKA,Parks! America Inc,USA,PINK,USD,Common Stock,US7014551078
35261,PRKI,Perk International Inc,USA,PINK,USD,Common Stock,US71400X1046
35264,PRKR,ParkerVision Inc,USA,OTCQB,USD,Common Stock,US7013543001
35265,PRKV,ParkVida Group Inc,USA,PINK,USD,Common Stock,
35266,PRKWF,Parkway Life Real Estate Investment Trust,USA,PINK,USD,Common Stock,
35269,PRLB,Proto Labs Inc,USA,NYSE,USD,Common Stock,US7437131094
35270,PRLD,Prelude Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US74065P1012
35271,PRLE,Pillarstone Capital REIT,USA,PINK,USD,Common Stock,US69912Y1073
35272,PRLEP,Pillarstone Capital REIT PFD CL A,USA,PINK,USD,Common Stock,
35273,PRLH,Pearl Holdings Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG445251062
35274,PRLHU,Pearl Holdings Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG445251229
35275,PRLHW,Pearl Holdings Acquisition Corp Warrant,USA,NASDAQ,USD,Common Stock,
35276,PRLO,Prologic Management Systems Inc,USA,PINK,USD,Common Stock,
35277,PRLPF,Propel Holdings Inc.,USA,PINK,USD,Common Stock,
35280,PRM,Perimeter Solutions SA,USA,NYSE,USD,Common Stock,LU2391723694
35283,PRMD,Primemd Inc,USA,PINK,USD,Common Stock,
35285,PRME,Prime Medicine Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
35286,PRMFF,Perimeter Solutions SA,USA,OTCQB,USD,Common Stock,
35290,PRMMF,Premier African Minerals Limited,USA,PINK,USD,Common Stock,
35291,PRMNF,Prime Mining Corp,USA,OTCQB,USD,Common Stock,
35292,PRMO,Prom Resources Inc,USA,PINK,USD,Common Stock,
35293,PRMRF,Paramount Resources Ltd.,USA,PINK,USD,Common Stock,CA6993202069
35296,PRMW,Primo Water Corp,USA,NYSE,USD,Common Stock,CA74167P1080
35298,PRMY,Primary Bank,USA,PINK,USD,Common Stock,US74166J1034
35301,PRNAF,Alterity Therapeutics Limited,USA,PINK,USD,Common Stock,
35303,PRNDY,Pernod Ricard SA.,USA,PINK,USD,Common Stock,US7142643060
35311,PRO,PROS Holdings Inc,USA,NYSE,USD,Common Stock,US74346Y1038
35312,PROBF,Probe Metals Inc,USA,OTCQB,USD,Common Stock,CA74273V1067
35313,PROC,Procaps Group SA,USA,NASDAQ,USD,Common Stock,LU2376511205
35314,PROCW,Procaps Group S.A. Warrants,USA,NASDAQ,USD,Common Stock,
35315,PROF,Profound Medical Corp,USA,NASDAQ,USD,Common Stock,CA74319B5027
35316,PROK,ProKidney Corp.,USA,NASDAQ,USD,Common Stock,
35317,PROM,Propel Media Inc,USA,PINK,USD,Common Stock,
35318,PROSF,Prosus,USA,PINK,USD,Common Stock,NL0013654783
35319,PROSY,Prosus NV ADR,USA,PINK,USD,Common Stock,US74365P1084
35320,PROT,Proteonomix Inc,USA,OTCCE,USD,Common Stock,
35321,PROV,Provident Financial Holdings Inc,USA,NASDAQ,USD,Common Stock,US7438681014
35324,PRPC,CC Neuberger Principal Holdings III,USA,NYSE,USD,Common Stock,KYG1992N1007
35325,PRPC-UN,Cc Neuberger Principal Holdings III,USA,NASDAQ,USD,Common Stock,
35330,PRPH,ProPhase Labs Inc,USA,NASDAQ,USD,Common Stock,US74345W1080
35332,PRPI,Perpetual Industries Inc,USA,PINK,USD,Common Stock,
35334,PRPL,Purple Innovation Inc,USA,NASDAQ,USD,Common Stock,US74640Y1064
35335,PRPM,Protek Capital Inc.,USA,PINK,USD,Common Stock,US74370A1043
35336,PRPO,Precipio Inc,USA,NASDAQ,USD,Common Stock,US74019L5030
35339,PRPRF,Prairie Provident Resources Inc,USA,PINK,USD,Common Stock,
35340,PRPS,Propellus Inc,USA,PINK,USD,Common Stock,US74349T1016
35344,PRQR,ProQR Therapeutics BV,USA,NASDAQ,USD,Common Stock,NL0010872495
35347,PRRCF,ProCredit Holding AG & Co. KGaA,USA,PINK,USD,Common Stock,
35349,PRRE,Praetorian Property Inc,USA,PINK,USD,Common Stock,US73943L1008
35352,PRRFY,Premier Foods Plc ADR,USA,PINK,USD,Common Stock,US74051J2006
35360,PRRSF,Posera Ltd,USA,OTCQB,USD,Common Stock,
35363,PRRUF,Immutep Limited,USA,PINK,USD,Common Stock,
35365,PRRVF,Providence Gold Mines Inc,USA,PINK,USD,Common Stock,
35367,PRRWF,Park Lawn Corporation,USA,PINK,USD,Common Stock,
35370,PRRY,Planet Resource Reco,USA,PINK,USD,Common Stock,US72705J1051
35373,PRS,Prudential Financial Inc,USA,NYSE,USD,Common Stock,US7443208050
35376,PRSEF,Prosafe,USA,PINK,USD,Common Stock,NO0010861990
35378,PRSI,Portsmouth Square Inc,USA,PINK,USD,Common Stock,US7372121001
35382,PRSNF,Personas Social Inc,USA,PINK,USD,Common Stock,CA71534M1077
35384,PRSO,Peraso Inc,USA,NASDAQ,USD,Common Stock,US71360T1016
35385,PRSR,Prospector Capital Corp,USA,NASDAQ,USD,Common Stock,KYG7273A1058
35386,PRSRU,Prospector Capital Corp,USA,NASDAQ,USD,Common Stock,KYG7273A1215
35387,PRSRW,Prospector Capital Equity Warrants 1st Jan 2025,USA,NASDAQ,USD,Common Stock,KYG7273A1132
35389,PRST,Presto Automation Inc.,USA,NASDAQ,USD,Common Stock,
35390,PRSTW,Presto Automation Inc.,USA,NASDAQ,USD,Common Stock,
35392,PRT,PermRock Royalty Trust,USA,NYSE,USD,Common Stock,US7142541090
35393,PRTA,Prothena Corporation plc,USA,NASDAQ,USD,Common Stock,IE00B91XRN20
35396,PRTC,PureTech Health PLC,USA,NASDAQ,USD,Common Stock,US7462371060
35398,PRTDF,Petro Matad Limited,USA,PINK,USD,Common Stock,
35400,PRTG,Portage Biotech Inc,USA,NASDAQ,USD,Common Stock,VGG7185A1286
35401,PRTH,Priority Technology Holdings Inc,USA,NASDAQ,USD,Common Stock,US74275G1076
35402,PRTHU,Priority Technology Holdings Inc Unit,USA,PINK,USD,Common Stock,US74275G2066
35403,PRTHW,Priority Technology Holdings Inc,USA,PINK,USD,Common Stock,
35406,PRTK,Paratek Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US6993743029
35411,PRTR,Precicion Trim Inc,USA,PINK,USD,Common Stock,US70213F1021
35413,PRTS,CarParts.Com Inc,USA,NASDAQ,USD,Common Stock,US14427M1071
35414,PRTT,Protect Pharmaceutical Corporation,USA,PINK,USD,Common Stock,
35417,PRTYQ,Party City Holdco Inc.,USA,OTCMKTS,USD,Common Stock,
35419,PRU,Prudential Financial Inc,USA,NYSE,USD,Common Stock,US7443201022
35427,PRVA,Privia Health Group Inc,USA,NASDAQ,USD,Common Stock,US74276R1023
35430,PRVCF,PreveCeutical Medical Inc,USA,OTCQB,USD,Common Stock,
35437,PRVU,PreVu Inc,USA,PINK,USD,Common Stock,US7413901080
35444,PRWYF,Prodways Group SA,USA,PINK,USD,Common Stock,
35448,PRXIQ,Premier Exhibitions Inc,USA,PINK,USD,Common Stock,US74051E2019
35450,PRXM,Proxim Wireless Corporation,USA,PINK,USD,Common Stock,
35451,PRXTF,Pure Extracts Technologies Corp,USA,PINK,USD,Common Stock,CA74624U1049
35452,PRXXF,Paradox Interactive AB (publ),USA,PINK,USD,Common Stock,
35454,PRYMF,Prysmian S.p.A,USA,PINK,USD,Common Stock,
35455,PRYMY,Prysmian SPA ADR,USA,PINK,USD,Common Stock,US74440L1061
35456,PRYNF,Backstageplay Inc,USA,PINK,USD,Common Stock,US25848Q1058
35458,PRZFF,Boundary Gold and Copper Mining Ltd,USA,PINK,USD,Common Stock,
35460,PRZM,Prism Technologies Group Inc,USA,PINK,USD,Common Stock,US74273Y1001
35462,PSA,Public Storage,USA,NYSE,USD,Common Stock,US74460D1090
35463,PSA-PF,Public Storage,USA,NYSE,USD,Preferred Stock,
35464,PSA-PG,Public Storage,USA,NYSE,USD,Preferred Stock,
35465,PSA-PH,Public Storage,USA,NYSE,USD,Preferred Stock,
35466,PSA-PI,Public Storage,USA,NYSE,USD,Preferred Stock,
35467,PSA-PJ,Public Storage,USA,NYSE,USD,Preferred Stock,
35468,PSA-PK,Public Storage,USA,NYSE,USD,Preferred Stock,
35469,PSA-PL,Public Storage,USA,NYSE,USD,Preferred Stock,
35470,PSA-PM,Public Storage,USA,NYSE,USD,Preferred Stock,
35471,PSA-PN,Public Storage,USA,NYSE,USD,Preferred Stock,
35472,PSA-PO,Public Storage,USA,NASDAQ,USD,Preferred Stock,
35473,PSA-PP,Public Storage,USA,NASDAQ,USD,Preferred Stock,
35474,PSA-PQ,Public Storage,USA,NASDAQ,USD,Preferred Stock,
35475,PSA-PR,Public Storage,USA,NYSE,USD,Preferred Stock,
35476,PSA-PS,Public Storage,USA,NYSE,USD,Preferred Stock,
35482,PSBC,Pacific State Bancorp,USA,PINK,USD,Common Stock,US6948641096
35487,PSBKF,Postal Savings Bank of China Co. Ltd,USA,PINK,USD,Common Stock,
35491,PSBQ,PSB Holdings Inc,USA,OTCQX,USD,Common Stock,US69360N1081
35493,PSBXP,PS Business Parks Inc.,USA,PINK,USD,Common Stock,
35494,PSBYP,PS Business Parks Inc.,USA,PINK,USD,Common Stock,
35495,PSBZP,PS Business Parks Inc.,USA,PINK,USD,Common Stock,
35498,PSCBF,Pascal Biosciences Inc,USA,PINK,USD,Common Stock,
35513,PSCO,ProtoSource Corporation,USA,PINK,USD,Common Stock,US7439584076
35515,PSCR,Proto Script Pharmaceutical Corp,USA,PINK,USD,Common Stock,
35528,PSDMF,Gaming Realms plc,USA,OTCQX,USD,Common Stock,
35530,PSDNF,Poseidon Nickel Limited,USA,PINK,USD,Common Stock,
35539,PSEC,Prospect Capital Corporation,USA,NASDAQ,USD,Common Stock,US74348T1025
35540,PSEC-PA,Prospect Capital Corporation,USA,NYSE,USD,Preferred Stock,
35548,PSFE,Paysafe Ltd,USA,NYSE,USD,Common Stock,BMG6964L1072
35549,PSFE-WT,Paysafe Ltd. Wt,USA,NYSE,USD,Common Stock,
35556,PSFT,Powersafe Technology Corp,USA,PINK,USD,Common Stock,US7127131065
35560,PSGFF,Precious Shipping Public Company Limited,USA,PINK,USD,Common Stock,
35563,PSGI,ALL-Q-TELL Corp,USA,PINK,USD,Common Stock,
35569,PSGR,Pershing Resources Company Inc,USA,PINK,USD,Common Stock,
35571,PSGTF,PT Semen Indonesia (Persero) Tbk,USA,PINK,USD,Common Stock,
35572,PSGTY,Semen Indonesia Persero Tbk PT,USA,PINK,USD,Common Stock,US69367J1007
35575,PSHG,Performance Shipping Inc,USA,NASDAQ,USD,Common Stock,MHY673051212
35576,PSHIF,PetroShale Inc,USA,OTCQB,USD,Common Stock,
35579,PSHPF,Pro-Ship Incorporated,USA,PINK,USD,Common Stock,
35581,PSHZF,Pershing Square Holdings Ltd,USA,PINK,USD,Common Stock,GG00BPFJTF46
35593,PSIQ,Profile Solutions Inc,USA,OTCCE,USD,Common Stock,US74317L1061
35595,PSIX,Power Solutions International Inc,USA,PINK,USD,Common Stock,US73933G2021
35602,PSKOF,Polski Koncern Naftowy ORLEN Spólka Akcyjna,USA,PINK,USD,Common Stock,
35620,PSMMF,Persimmon PLC,USA,PINK,USD,Common Stock,GB0006825383
35621,PSMMY,Persimmon Plc,USA,PINK,USD,Common Stock,US7153181018
35625,PSMT,PriceSmart Inc,USA,NASDAQ,USD,Common Stock,US7415111092
35629,PSN,Parsons Corp,USA,NYSE,USD,Common Stock,US70202L1026
35630,PSNCS,Public Sneaker Collection LLC,USA,OTCGREY,USD,Common Stock,
35631,PSNL,Personalis Inc,USA,NASDAQ,USD,Common Stock,US71535D1063
35634,PSNY,Polestar Automotive Holding UK PLC Class A ADS,USA,NASDAQ,USD,Common Stock,US7311052010
35635,PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),USA,NASDAQ,USD,Common Stock,
35637,PSO,Pearson PLC ADR,USA,NYSE,USD,Common Stock,US7050151056
35642,PSORF,Pearson plc,USA,PINK,USD,Common Stock,
35652,PSPSF,PSP Swiss Property AG,USA,PINK,USD,Common Stock,
35654,PSPW,3Power Energy Group Inc,USA,PINK,USD,Common Stock,US88580V1044
35657,PSQH,PSQ Holdings Inc.,USA,NYSE,USD,Common Stock,
35663,PSRU,Valiant Eagle Inc,USA,PINK,USD,Common Stock,US91916V2025
35671,PSSOF,PesoRama Inc.,USA,PINK,USD,Common Stock,
35673,PSSR,Passur Aerospace Inc,USA,PINK,USD,Common Stock,US70285Y1047
35675,PSSS,Puissant Industries Inc,USA,PINK,USD,Common Stock,US69364C1080
35681,PSTG,Pure Storage Inc,USA,NYSE,USD,Common Stock,US74624M1027
35684,PSTL,Postal Realty Trust Inc,USA,NYSE,USD,Common Stock,US73757R1023
35686,PSTNY,PostNL N.V,USA,PINK,USD,Common Stock,
35687,PSTO,Powerstorm Holdings Inc,USA,PINK,USD,Common Stock,
35690,PSTV,Plus Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US72941H4002
35691,PSTVY,Postal Savings Bank of China Co Ltd ADR,USA,PINK,USD,Common Stock,US73757Q1040
35693,PSTX,Poseida Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US73730P1084
35695,PSUD,Petrosun Inc,USA,PINK,USD,Common Stock,US71676G1085
35703,PSWR,Prism Software Corporation,USA,PINK,USD,Common Stock,US7426461023
35704,PSWW,Principal Solar Inc,USA,PINK,USD,Common Stock,US74255T2024
35705,PSX,Phillips 66,USA,NYSE,USD,Common Stock,US7185461040
35706,PSYBF,PsyBio Therapeutics Corp,USA,PINK,USD,Common Stock,
35707,PSYC,Global Payout Inc.,USA,PINK,USD,Common Stock,US3794001046
35708,PSYCF,Psyched Wellness Ltd,USA,OTCQB,USD,Common Stock,
35709,PSYGF,Psyence Group Inc,USA,OTCQB,USD,Common Stock,
35712,PSYTF,Pason Systems Inc,USA,PINK,USD,Common Stock,
35713,PSZKF,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,USA,PINK,USD,Common Stock,
35714,PSZKY,Powszechna Kasa Oszczednosci Bank Polski SA ADR,USA,PINK,USD,Common Stock,US69341F1093
35715,PT,Pintec Technology Holdings Ltd,USA,NASDAQ,USD,Common Stock,US72352G2066
35716,PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,USA,NYSE,USD,Common Stock,
35719,PTAIF,PT Astra International Tbk,USA,PINK,USD,Common Stock,
35721,PTAIY,Astra International Tbk PT,USA,PINK,USD,Common Stock,US69367X1090
